date,location,time,type,latitude,longitude
2024-06-10,Hollola,14:25:07,Vahingontorjunta,60.988606497,25.512813466
2024-06-10,Espoo,14:22:30,Palohälytys,60.206376371,24.656728549
2024-06-10,Helsinki,14:19:32,Palohälytys,60.166640739,24.943536799
2024-06-10,Pälkäne,14:14:27,Tieliikenneonnettomuus,61.336821181,24.270409233
2024-06-10,Nurmijärvi,14:09:06,Palohälytys,60.460806119,24.807369231
2024-06-10,Kouvola,14:08:28,Eläimen pelastaminen,60.866825214,26.705598153
2024-06-10,Kuopio,14:08:16,Rakennuspalo,62.892982923,27.688934744
2024-06-10,Oulu,13:59:00,Palohälytys,65.013784817,25.47209907
2024-06-10,Savonlinna,13:55:40,Rakennuspalo,61.869802657,28.87849829
2024-06-10,Ähtäri,13:50:26,Vahingontorjunta,62.55285929,24.075018434
2024-06-10,Rovaniemi,13:47:12,Palohälytys,66.502790259,25.728478856
2024-06-10,Vantaa,13:43:08,Vahingontorjunta,60.298133721,25.006641332
2024-06-10,Pyhäjärvi,13:39:20,Palohälytys,63.681835448,25.985775658
2024-06-10,Kokemäki,13:34:51,Vahingontorjunta,61.256136349,22.350459185
2024-06-10,Lappeenranta,13:19:56,Palohälytys,61.058749724,28.187689913
2024-06-10,Helsinki,13:19:45,Liikennevälinepalo,60.166640739,24.943536799
2024-06-10,Tornio,13:17:55,Tulipalo,65.84973018,24.144091609
2024-06-10,Helsinki,13:17:15,Palohälytys,60.166640739,24.943536799
2024-06-10,Kuopio,13:09:07,Palohälytys,62.892982923,27.688934744
2024-06-10,Kemiönsaari,12:56:21,Tieliikenneonnettomuus,60.163845255,22.728934263
2024-06-10,Helsinki,12:50:30,Palohälytys,60.166640739,24.943536799
2024-06-10,Pori,12:47:39,Eläimen pelastaminen,61.483726303,21.795900114
2024-06-10,Hankasalmi,12:46:33,Tulipalo,62.390301152,26.436191366
2024-06-10,Rääkkylä,12:43:58,Vahingontorjunta,62.312677024,29.626058461
2024-06-10,Lappeenranta,12:42:50,Vahingontorjunta,61.058749724,28.187689913
2024-06-10,Espoo,12:40:18,Öljy- tai ympäristöonnettomuus maalla,60.206376371,24.656728549
2024-06-10,Kustavi,12:34:57,Vahingontorjunta,60.546714695,21.358881644
2024-06-10,Espoo,12:32:06,Rakennuspalo,60.206376371,24.656728549
2024-06-10,Kauhajoki,12:22:09,Palohälytys,62.425088156,22.177243878
2024-06-10,Helsinki,12:17:39,Rakennuspalo,60.166640739,24.943536799
2024-06-10,Laitila,12:07:04,Palohälytys,60.875860346,21.690233379
2024-06-10,Espoo,12:01:09,Ihmisen pelastaminen ylhäältä tai alhaalta,60.206376371,24.656728549
2024-06-10,Lahti,11:58:39,Vahingontorjunta,60.980380564,25.654987962
2024-06-10,Helsinki,11:58:12,Palohälytys,60.166640739,24.943536799
2024-06-10,Kuopio,11:56:22,Palohälytys,62.892982923,27.688934744
2024-06-10,Raasepori,11:52:06,Vahingontorjunta,59.974552922,23.43622808
2024-06-10,Riihimäki,11:44:52,Eläimen pelastaminen,60.736737225,24.775321449
2024-06-10,Oulu,11:34:39,Palohälytys,65.013784817,25.47209907
2024-06-10,Tampere,11:29:22,Vahingontorjunta,61.49774257,23.761290078
2024-06-10,Rovaniemi,11:29:14,Palohälytys,66.502790259,25.728478856
2024-06-10,Salo,11:25:54,Vahingontorjunta,60.384373601,23.126727127
2024-06-10,Kontiolahti,11:23:58,Vahingontorjunta,62.766465365,29.844407795
2024-06-10,Joensuu,11:20:37,Vahingontorjunta,62.602079226,29.759679275
2024-06-10,Oulu,11:19:48,Maastopalo,65.013784817,25.47209907
2024-06-10,Helsinki,11:15:26,Palohälytys,60.166640739,24.943536799
2024-06-10,Kirkkonummi,11:15:06,Rakennuspalo,60.12065796,24.438913078
2024-06-10,Lahti,11:13:22,Eläimen pelastaminen,60.980380564,25.654987962
2024-06-10,Lempäälä,11:11:34,Eläimen pelastaminen,61.312525626,23.755748116
2024-06-10,Kaavi,11:07:41,Vahingontorjunta,62.974976715,28.480838102
2024-06-10,Polvijärvi,11:05:08,Vahingontorjunta,62.856826994,29.369602563
2024-06-10,Vaasa,10:51:04,Rakennuspalo,63.092588875,21.615874122
2024-06-10,Helsinki,10:50:33,Eläimen pelastaminen,60.166640739,24.943536799
2024-06-10,Helsinki,10:50:31,Palohälytys,60.166640739,24.943536799
2024-06-10,Lahti,10:48:08,Öljy- tai ympäristöonnettomuus maalla,60.980380564,25.654987962
2024-06-10,Kuopio,10:47:26,Palohälytys,62.892982923,27.688934744
2024-06-10,Pirkkala,10:43:23,Palohälytys,61.465248956,23.645483231
2024-06-10,Turku,10:29:43,Palohälytys,60.451690351,22.266866666
2024-06-10,Luumäki,10:27:25,Vahingontorjunta,60.92092464,27.559740129
2024-06-10,Kauhajoki,10:21:54,Palohälytys,62.425088156,22.177243878
2024-06-10,Porvoo,10:19:04,Vahingontorjunta,60.395371935,25.666559544
2024-06-10,Kerava,10:13:54,Palohälytys,60.404868786,25.103548718
2024-06-10,Helsinki,10:13:47,Tieliikenneonnettomuus,60.166640739,24.943536799
2024-06-10,Helsinki,10:12:38,Maastopalo,60.166640739,24.943536799
2024-06-10,Oulu,10:11:29,Öljy- tai ympäristöonnettomuus maalla,65.013784817,25.47209907
2024-06-10,Ilomantsi,10:07:58,Palohälytys,62.672850851,30.92679732
2024-06-10,Järvenpää,10:00:32,Rakennuspalo,60.481098394,25.10074741
2024-06-10,Rovaniemi,10:00:07,Palohälytys,66.502790259,25.728478856
2024-06-10,Oulu,09:54:21,Palohälytys,65.013784817,25.47209907
2024-06-10,Espoo,09:51:13,Palohälytys,60.206376371,24.656728549
2024-06-10,Helsinki,09:47:08,Palohälytys,60.166640739,24.943536799
2024-06-10,Pielavesi,09:42:47,Maastopalo,63.232348566,26.755606074
2024-06-10,Helsinki,09:42:16,Eläimen pelastaminen,60.166640739,24.943536799
2024-06-10,Helsinki,09:38:20,Öljy- tai ympäristöonnettomuus maalla,60.166640739,24.943536799
2024-06-10,Parainen,09:35:13,Palohälytys,60.299124907,22.3023017
2024-06-10,Isokyrö,09:20:43,Palohälytys,63.000103009,22.318211434
2024-06-10,Espoo,09:20:31,Palohälytys,60.206376371,24.656728549
2024-06-10,Janakkala,09:19:33,Vaarallisen aineen onnettomuus,60.921846055,24.647706584
2024-06-10,Järvenpää,09:10:32,Vahingontorjunta,60.481098394,25.10074741
2024-06-10,Jyväskylä,09:09:43,Palohälytys,62.241677684,25.749498121
2024-06-10,Tampere,09:02:00,Palohälytys,61.49774257,23.761290078
2024-06-10,Rauma,08:59:26,Rakennuspalo,61.128737875,21.511126919
2024-06-10,Helsinki,08:57:39,Palohälytys,60.166640739,24.943536799
2024-06-10,Äänekoski,08:56:44,Tieliikenneonnettomuus,62.603307432,25.72483135
2024-06-10,Pyhtää,08:48:33,Palohälytys,60.492210487,26.544880023
2024-06-10,Turku,08:27:03,Öljy- tai ympäristöonnettomuus maalla,60.451690351,22.266866666
2024-06-10,Lappeenranta,08:25:21,Palohälytys,61.058749724,28.187689913
2024-06-10,Lappeenranta,08:24:14,Eläimen pelastaminen,61.058749724,28.187689913
2024-06-10,Virolahti,08:19:23,Palohälytys,60.582071101,27.708871595
2024-06-10,Turku,08:16:53,Öljy- tai ympäristöonnettomuus maalla,60.451690351,22.266866666
2024-06-10,Varkaus,08:04:59,Palohälytys,62.313950665,27.888587335
2024-06-10,Lapinjärvi,08:01:44,Eläimen pelastaminen,60.624363429,26.201405459
2024-06-10,Äänekoski,07:57:31,Palohälytys,62.603307432,25.72483135
2024-06-10,Vihti,07:49:28,Vahingontorjunta,60.416791924,24.319858395
2024-06-10,Ylivieska,07:40:41,Palohälytys,64.072284496,24.533690188
2024-06-10,Raisio,07:32:14,Vahingontorjunta,60.486079651,22.171068833
2024-06-10,Rovaniemi,07:25:27,Palohälytys,66.502790259,25.728478856
2024-06-10,Kristiinankaupunki,07:25:17,Palohälytys,62.274742151,21.37854708
2024-06-10,Pori,07:15:19,Palohälytys,61.483726303,21.795900114
2024-06-10,Turku,06:59:49,Palohälytys,60.451690351,22.266866666
2024-06-10,Kirkkonummi,06:50:07,Maastopalo,60.12065796,24.438913078
2024-06-10,Kemi,06:41:06,Palohälytys,65.733635445,24.56341556
2024-06-10,Lieto,06:19:23,Tieliikenneonnettomuus,60.506876265,22.455932813
2024-06-10,Helsinki,05:48:07,Rakennuspalo,60.166640739,24.943536799
2024-06-10,Helsinki,05:36:16,Palohälytys,60.166640739,24.943536799
2024-06-10,Joensuu,05:10:54,Tulipalo,62.602079226,29.759679275
2024-06-10,Pori,05:03:31,Palohälytys,61.483726303,21.795900114
2024-06-10,Espoo,04:38:58,Palohälytys,60.206376371,24.656728549
2024-06-10,Lohja,04:23:02,Eläimen pelastaminen,60.250916253,24.065782053
2024-06-10,Hämeenlinna,04:22:04,Palohälytys,60.996174323,24.464424988
2024-06-10,Kotka,04:15:57,Palohälytys,60.465520795,26.941152634
2024-06-10,Raasepori,04:05:50,Rakennuspalo,59.974552922,23.43622808
2024-06-10,Hämeenlinna,03:12:59,Palohälytys,60.996174323,24.464424988
2024-06-10,Pori,02:58:45,Tulipalo,61.483726303,21.795900114
2024-06-10,Turku,02:36:20,Tieliikenneonnettomuus,60.451690351,22.266866666
2024-06-10,Kouvola,02:23:24,Tieliikenneonnettomuus,60.866825214,26.705598153
2024-06-10,Lahti,02:10:30,Palohälytys,60.980380564,25.654987962
2024-06-10,Sastamala,02:10:29,Vahingontorjunta,61.340225146,22.906437534
2024-06-10,Raasepori,01:46:10,Palohälytys,59.974552922,23.43622808
2024-06-10,Helsinki,01:07:14,Ihmisen pelastaminen ylhäältä tai alhaalta,60.166640739,24.943536799
nki,17:31:27,Rakennuspalo,,,
2024-06-10,Kotka,17:24:20,Palohälytys,60.465520795,26.941152634
2024-06-10,Eura,17:18:22,Vahingontorjunta,61.130003763,22.135931764
2024-06-10,Tohmajärvi,17:13:53,Palohälytys,62.226235418,30.333057263
2024-06-10,Keminmaa,17:12:12,Maastopalo,65.798981364,24.54262919
2024-06-10,Vihti,17:11:01,Liikennevälinepalo,60.416791924,24.319858395
2024-06-10,Joensuu,17:10:37,Tieliikenneonnettomuus,62.602079226,29.759679275
2024-06-10,Kuopio,17:07:53,Rakennuspalo,62.892982923,27.688934744
2024-06-10,Kuopio,17:07:53,Rakennuspalo,62.892982923,27.688934744
2024-06-10,Kurikka,17:05:36,Tieliikenneonnettomuus,62.618893949,22.39877371
2024-06-10,Oulainen,17:00:29,Maastopalo,64.266570168,24.816231983
2024-06-10,Kotka,16:56:11,Palohälytys,60.465520795,26.941152634
2024-06-10,Joensuu,16:53:15,Vahingontorjunta,62.602079226,29.759679275
2024-06-10,Tampere,16:49:55,Vahingontorjunta,61.49774257,23.761290078
2024-06-10,Helsinki,16:40:24,Vahingontorjunta,60.166640739,24.943536799
2024-06-10,Juva,16:35:56,Palohälytys,61.897472595,27.857335654
2024-06-10,Virrat,16:32:44,Vahingontorjunta,62.23848456,23.773747693
2024-06-10,Helsinki,16:31:02,Ihmisen pelastaminen vedestä,60.166640739,24.943536799
2024-06-10,Savonlinna,16:29:18,Tieliikenneonnettomuus,61.869802657,28.87849829
2024-06-10,Pieksämäki,16:26:57,Rakennuspalo,62.298590826,27.155481907
2024-06-10,Rauma,16:19:47,Vahingontorjunta,61.128737875,21.511126919
2024-06-10,Nurmijärvi,16:15:07,Eläimen pelastaminen,60.460806119,24.807369231
2024-06-10,Mikkeli,16:04:44,Liikennevälinepalo,61.687726895,27.273224374
2024-06-10,Seinäjoki,15:55:52,Palohälytys,62.786662897,22.842279603
2024-06-10,Sauvo,15:53:43,Vahingontorjunta,60.344506715,22.691750338
2024-06-10,Jyväskylä,15:51:17,Eläimen pelastaminen,62.241677684,25.749498121
2024-06-10,Helsinki,15:45:43,Tieliikenneonnettomuus,60.166640739,24.943536799
2024-06-10,Salo,15:41:58,Rakennuspalo,60.384373601,23.126727127
2024-06-10,Espoo,15:40:12,Palohälytys,60.206376371,24.656728549
2024-06-10,Ypäjä,15:39:38,Vahingontorjunta,60.805227741,23.272438379
2024-06-10,Ulvila,15:38:43,Rakennuspalo,61.432652934,21.888033305
2024-06-10,Ulvila,15:38:43,Rakennuspalo,61.432652934,21.888033305
2024-06-10,Lieto,15:35:18,Vahingontorjunta,60.506876265,22.455932813
2024-06-10,Lahti,15:33:48,Palohälytys,60.980380564,25.654987962
2024-06-10,Hämeenlinna,15:31:38,Vahingontorjunta,60.996174323,24.464424988
2024-06-10,Espoo,15:28:45,Öljy- tai ympäristöonnettomuus maalla,60.206376371,24.656728549
2024-06-10,Nokia,15:27:56,Vahingontorjunta,61.478773769,23.508499404
2024-06-10,Turku,15:20:46,Tieliikenneonnettomuus,60.451690351,22.266866666
2024-06-10,Viitasaari,15:17:25,Tieliikenneonnettomuus,63.082792009,25.855167908
2024-06-10,Jyväskylä,15:09:27,Öljy- tai ympäristöonnettomuus maalla,62.241677684,25.749498121
2024-06-10,Aura,15:08:39,Vahingontorjunta,60.646591846,22.588991955
2024-06-10,Vaasa,15:07:54,Rakennuspalo,63.092588875,21.615874122
2024-06-10,Veteli,15:07:09,Vahingontorjunta,63.475287314,23.78862512
2024-06-10,Hyvinkää,15:03:58,Savuhavainto,60.631016885,24.861124319
2024-06-10,Kuopio,15:03:34,Tieliikenneonnettomuus,62.892982923,27.688934744
2024-06-10,Espoo,14:58:27,Tieliikenneonnettomuus,60.206376371,24.656728549
2024-06-10,Heinola,14:55:46,Vahingontorjunta,61.2052356,26.034841245
2024-06-10,Lahti,14:55:33,Vahingontorjunta,60.980380564,25.654987962
2024-06-10,Liperi,14:51:47,Tieliikenneonnettomuus,62.534480932,29.367861963
2024-06-10,Lohja,14:49:32,Öljy- tai ympäristöonnettomuus maalla,60.250916253,24.065782053
2024-06-10,Pöytyä,14:48:36,Tieliikenneonnettomuus,60.721369364,22.599537679
2024-06-10,Espoo,14:34:33,Öljy- tai ympäristöonnettomuus maalla,60.206376371,24.656728549
2024-06-10,Laitila,14:31:40,Vahingontorjunta,60.875860346,21.690233379
2024-06-10,Turku,14:30:33,Vahingontorjunta,60.451690351,22.266866666
2024-06-10,Oulu,14:29:22,Palohälytys,65.013784817,25.47209907
2024-06-10,Hollola,14:25:07,Vahingontorjunta,60.988606497,25.512813466
2024-06-10,Espoo,14:22:30,Palohälytys,60.206376371,24.656728549
2024-06-10,Helsinki,14:19:32,Palohälytys,60.166640739,24.943536799
2024-06-10,Pälkäne,14:14:27,Tieliikenneonnettomuus,61.336821181,24.270409233
2024-06-10,Nurmijärvi,14:09:06,Palohälytys,60.460806119,24.807369231
2024-06-10,Kouvola,14:08:28,Eläimen pelastaminen,60.866825214,26.705598153
2024-06-10,Kuopio,14:08:16,Rakennuspalo,62.892982923,27.688934744
2024-06-10,Oulu,13:59:00,Palohälytys,65.013784817,25.47209907
2024-06-10,Savonlinna,13:55:40,Rakennuspalo,61.869802657,28.87849829
